Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_10,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q16,Q2,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_10,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8,Q27,age_tab,asian,black,LA,natam,other,white,region,region_coarse,RZIP,RZIP4,SD,SEX,URBANICITY,w1,AD,AGE,CD,CNTY,CompletionDate,F12,F13,F14,F15,F16,F17,F18,F19,F20,ID,lang,latlang,likely,party_reg,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q25,Q26,Q48_6,Q29_argentina,Q29_bolivia,Q29_chile,Q29_colombia,Q29_costa_rica,Q29_cuba,Q29_ecuador,Q29_el_salvador,Q29_guatemala,Q29_honduras,Q29_mexico,Q29_nicaragua,Q29_others,Q29_panama,Q29_paraguay,Q29_peru,Q29_puerto_rico,Q29_uruguay,Q29_venezuela,Q30,Q31_bangladesh,Q31_bhutan,Q31_burma,Q31_cambodia,Q31_china,Q31_guam,Q31_hawaii,Q31_hmong,Q31_india,Q31_indonesia,Q31_japan,Q31_korea,Q31_laos,Q31_malaysia,Q31_nepal,Q31_others,Q31_pakistan,Q31_philippines,Q31_samoa,Q31_sri_lanka,Q31_taiwan,Q31_thailand,Q31_vietnam,Q32,Q33a,Q33b,Q33c,Q33d,Q34,Q35,Q36,Q37
2,1,2,4,1,3,2,3,3,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,4,4, , ,0, , ,1,1,1,94703,1254, 7,1,3,3.73691306083558050e-01,14,58,12, 1,3,2,3,3,1,1,1,1,2,1, 4924,1, ,1,1,4,2,4,2,2,58,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,3,2,2,5
5,2,2,3,1,3,1,3,2,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,1, , ,0, , ,1,1,1,94553,3563, 9,1,2,1.19325656822343995e+00,15,18,10, 7,3,2,2,2,2,2,2,2,2,2, 6888,1, ,2,1,4,2,4,2,2,18,2,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,1,3,7
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , ,0, , ,1,9,8,92075,1110,38,1,2,2.69197487240942002e-01,77,22,49,37,3,2,2,2,2,2,1,2,2,2, 8962,1, ,2,2,4,4,3,4,2,22,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,3,5,2,3,1
1,1,1,4,1,1,2,3,3,1,1,3,1,1,1, , , , , , , , , , , , , , , , ,4,6, ,1,0, , , ,6,5,90056,2235,28,2,3,6.24516518951999999e-01,55,77,37,19,3,3,3,3,3,3,1,1,1,1, 3474,1, ,1,1,4,1,4,3,5,78,1,8, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5, , ,0, , ,1,6,5,91104,2378,25,2,3,1.73579427622064997e+00,41,73,28,19,3,2,2,2,2,2,2,2,2,1, 6462,1, ,2,2,4,2,3,2,2,74,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,3,2,2,3
5,5,5,3,2,3,3,3,3,2,3,3,2,2,1, , , , , , , , , , , , , , , , ,3,4,1, ,0, , , ,1,1,94115,3815,11,1,3,6.27782183151330053e-01,19,60,11,38,3,1,1,1,1,1,1,1,1,1,14160,1, ,1,4,4,3,3,5,5,60,2,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,6
2,1,1, ,1,3,1,2,3,1,2,3,2,3,2, , , , , , , , , , , , , , , , ,4,5, , ,0, , ,1,3,3,95603,5731, 6,2,2,7.70104138799523108e-01, 5,71, 3,31,3,1,1,1,1,1,1,1,1,1, 6868,1, ,1,2,4,2,4,5,5,71,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,5
4,4,4,1,3,2,3,2,2,3,3,3,2,1,2, , , , , , , , , , , , , , , , ,2,2, , ,0, , ,1,2,2,93940,5527,17,2,2,5.13370558377421071e-01,30,38,19,27,3,1,2,2,1,1,1,1,1,1, 5273,1, ,1,4,1,4,2,5,5,40,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,1,1,7
3,4,4,1,3,3,3,1,1,3,3,2,3,1,2, , , , , , , , , , , , , , , , ,3,4, , ,0, , , ,5,4,91709,1762,32,2,2,2.13878649422570000e+00,59,53,40,36,3,3,3,3,1,2,1,3,2,2, 8266,1,2,1,2,1,1,2,5,5,53,4,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,1,2,5
 , , , , , , , , , , , , , , ,1,5,5,1,5,1,3,3,2,3,3,3,4,1,2,2,3,4, , ,0, , , ,9,8,92071,5669,40,2,2,1.89880341066486019e-01,75,50,48,37,3,2,1,1,1,1,1,1,1,1,13379,1,1,1,1,4,1,4,5,5,50,1,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,6
1,2,1,5,1,3,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,6, , ,0, , ,1,9,8,92020,5626,39,1,2,3.33175920279665028e-01,79,75,51,37,3,3,1,3,1,3,1,1,1,1, 3278,1, ,1,1,4,1,4,5,5,75,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
5,5,5,1,3,4,4,2,2,3,1,1,3,1,1, , , , , , , , , , , , , , , , ,2,4, , ,0, , , ,5,4,91701,5091,29,1,3,3.40503890266194986e+00,50,62,33,36,3,2,1,2,1,1,1,1,2,2, 2772,1,1,1,4,1,4,5,5,5,62,2,5, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,3,1,1,4
 , , , , , , , , , , , , , , ,1,5,4,4,1,4,4,4,3,3,4,4,2,4,1,2,3,4,1, ,0, , , ,9,8,92139,3957,39,1,3,2.34426564678925020e+00,79,64,52,37,3,1,1,1,1,1,1,2,1,1,10231,1, ,1,4,1,4,2,5,5,65,2,5, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1, ,1,2,1,5
1,2,1,2,3,3,1,2,3,1,1,3,2,2,1, , , , , , , , , , , , , , , , ,3,2, , ,0, , , ,5,4,92234,3981,19,1,2,4.09178568902405981e+00,47,38,25,33,3,2,3,2,2,1,1,2,2,2, 7312,1,2,1,1,4,1,2,1,2,38,2,4, , , ,1, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,1
5,3,4,2,3,3,2,3,3,3,3,3,2,1,3, , , , , , , , , , , , , , , , ,2,1, , ,1, , ,1,6,5,90064,1884,28,1,3,3.67248059772419033e-01,51,24,36,19,3,2,2,2,2,2,2,2,2,1, 4554,1, ,2,4,2,4,5,5,5,24,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,2,7
5,5,5,5,1,3,2,4,2,3,2,3,2,1,1, , , , , , , , , , , , , , , , ,3,3, , ,0, , , ,3,3,95835,1672, 8,1,2,3.80901019474446045e-01, 6,43, 6,34,3,2,2,2,2,2,2,2,2,2, 1613,1,2,2,1,4,3,5,5,5,43,2,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,1,1, , ,1,2,2,4
 , , , , , , , , , , , , , , ,1,5,1,5,5,1,3,1,3,2,1,1,3,2,3,1,5,1,1, ,0, , , ,8,7,92617,4520,37,2,2,1.52001661902738006e+00,73,23,47,30,3,2,2,2,2,2,2,2,2,2, 5684,1, ,1,1,4,2,3,5,5,23,1,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2, , ,5,1,2,3
5,1,2,5,1,3,1,2,4,1,2,3,3,3,1, , , , , , , , , , , , , , , , ,5,1, , ,0, , , ,5,4,91739,1604,29,2,2,1.54298741619170010e+00,50,28,33,36,3,2,2,2,2,1,1,2,2,1, 1812,1,1,1,1,4,2,4,5,5,28,1,6,1,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,4
4,3,3,1,3,1,3,1,2,1,3,1,2,1,2, , , , , , , , , , , , , , , , ,1,4, , ,0, , , ,9,8,92064,3212,40,2,2,3.41999778992589987e-01,75,61,48,37,3,2,2,2,2,2,2,2,2,2,10149,1,2,2,4,1,4,3,5,5,62,1,3, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,1,2,5
5,2,5,3,1,3,1,3,3,1,1,3,2,4,3, , , , , , , , , , , , , , , , ,5,1, , ,1, , ,1,6,5,90048,2339,24,1,3,4.70363888043121015e-01,51,24,30,19,3,2,2,2,2,2,2,2,2,1, 5710,1, ,2,1,4,2,5,5,5,24,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,2,4
 , , , , , , , , , , , , , , ,1,4,4,4,1,3,3,4,1,1,4,3,1,3,1,3,1,5, , ,0, , ,1,5,4,92407,6828,29,2,2,1.69524349539800001e-01,45,70,33,36,3,1,1,1,1,1,1,1,1,1,10562,1, ,1,4,1,4,4,4,4,70,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,1,1,7
4,3,4,1,3,1,3,1,4,3,3,1,3,1,2, , , , , , , , , , , , , , , , ,2,4, , ,0, , , ,1,1,94521,2146, 9,1,3,1.63142797530908018e-01,15,51,10, 7,3,2,1,2,1,1,1,1,1,2,10169,1,1,1,4,1,4,1,4,5,48,2,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,2,1,1,5
4,3,4,1,3,3,3,1,3,3,3,2,3,1,2, , , , , , , , , , , , , , , , ,2,5, , ,0, , ,1,9,8,92083,3014,38,1,2,6.62076087996105067e-01,74,68,49,37,3,3,3,3,3,3,1,3,1,1, 3950,1, ,1,4,3,4,2,5,4,68,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,5
2,2,1,3,2,3,2,3,3,2,2,3,2,2,2, , , , , , , , , , , , , , , , ,3,5, , ,0, , , ,1,1,94602,1169, 7,1,3,1.66728252049357012e-01,18,74,12, 1,3,1,1,1,1,1,1,1,1,1, 2622,1,1,1,1,4,2,4,5,5,75,2,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,7
2,1,1,4,1,3,1,2,3,1,2,3,1,3,1, , , , , , , , , , , , , , , , ,4,1, , ,0, , ,1,3,3,95816,6958, 8,2,3,5.67485319956423040e-01, 6,27, 7,34,3,2,2,2,2,2,2,2,2,1,13727,1, ,2,1,4,1,4,5,5,27,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,6
5,5,5,5,1,3,1,4,2,1,1,3,1,3,3, , , , , , , , , , , , , , , , ,4,2, , ,0, , , ,8,7,92805,7912,34,1,2,1.42667432417348006e+00,68,36,46,30,3,2,2,2,2,2,2,2,2,2,10949,1,2,2,1,4,1,5,5,5,36,2,5, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,4,1,2,3
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4, , ,1, ,1, ,6,5,90036,3266,28,2,3,9.96946665542810112e-02,51,63,30,19,3,2,3,2,2,2,1,1,2,3, 6133,1, ,2,4,3,3,5,5,5,61,1,8, , , , , , ,1, , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,3,2,2,7
 , , , , , , , , , , , , , , ,1,5,5,5,1,3,3,3,3,3,2,2,3,2,1,2,2,2, , ,0, , ,1,5,4,91709,4721,32,2,2,9.96946665542810112e-02,59,30,40,36,3,1,1,2,2,1,1,1,2,1,14527,1, ,1,4,2,3,2,5,5,30,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,5,2,2,5
1,1,1,4,1,3,2,4,3,1,2,3,1,2,1, , , , , , , , , , , , , , , , ,4,4, , ,0, , ,1,8,7,92688,2533,38,1,2,7.01143192348098077e-01,71,63,40,30,3,1,1,1,1,1,1,1,1,1, 1343,1, ,1,1,4,1,4,4,4,63,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
 , , , , , , , , , , , , , , ,1,5,5,2,5,1,3,1,3,3,1,2,3,1,3,1,4,4, , ,1, , ,1,6,5,90013,1346,28,2,3,3.53523001342688048e-01,57,56,34,19,3,1,1,1,1,1,1,1,1,1,10019,1, ,1,1,4,2,3,5,5,56,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,2,4
3,2,3,1,3,4,1,3,1,1,1,3,2,1,1, , , , , , , , , , , , , , , , ,2,4, , ,0, , ,1,7,6,95417,9646, 2,1,1,2.28716449870867006e-01, 2,63, 2,23,3,1,2,1,2,2,1,1,1,1, 6551,1, ,2,4,2,3,1,3,5,63,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,4,1,1,3
4,4,4,1,3,4,3,2,2,4,3,3,3,1,2, , , , , , , , , , , , , , , , ,3,4, , ,0, ,1, ,9,8,92054,5676,38,2,2,4.50842956363521008e-01,74,51,49,37,3,2,1,2,1,2,1,1,2,1, 4420,1, ,1,4,1,4,2,5,5,51,1,6, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,1,1,7
5,5,5,2,2,1,3,1,2,3,3,2,2,1,2, , , , , , , , , , , , , , , , ,1,5, , ,0, , ,1,3,3,95677,4025, 6,2,1,4.73056953654561019e-01, 5,71, 3,31,3,2,1,1,1,1,1,1,1,1, 7339,1, ,1,4,2,4,2,5,5,71,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,4
5,5,4,1,3,3,3,1,3,3,3,1,3,1,3, , , , , , , , , , , , , , , , ,2,4, , ,0, , ,1,4,3,93308,6631,12,2,2,1.32457781400795005e+00,32,51,20,15,3,3,3,2,3,2,1,3,1,3, 2583,1, ,1,4,1,4,2,5,5,52,1,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,7
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , ,0, , ,1,9,8,92021,3093,39,2,2,9.34750820573136076e-01,75,77,48,37,3,2,2,2,3,2,2,2,2,2,14412,1, ,2,4,1,4,3,5,5,77,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,3,2,1,4
2,2,1,3,1,4,1,3,4,1,2,4,1,3,1, , , , , , , , , , , , , , , , ,5,6, , ,0, , ,1,2,2,93924,9746,17,2,1,5.74588483169185094e-01,30,75,19,27,3,1,1,1,2,1,1,1,1,1,11077,1, ,1,1,4,2,3,2,2,75,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,4
5,5,5,5,2,3,2,2,3,2,1,3,1,1,1, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,6,5,91302,3114,24,1,1,5.44565876614847966e+00,42,59,32,19,3,2,2,2,2,2,2,2,2,2, 2809,1, ,2,2,4,3,2,5,5,  , , ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,1,2, , ,1,2,1,7
 , , , , , , , , , , , , , , ,1,2,2,2,5,1,3,2,2,4,1,2,3,1,3,2,4,3, , ,0, , ,1,9,8,92106,1630,39,2,3,2.12644852324544026e-01,77,45,50,37,3,3,3,3,3,3,1,1,1,1,12998,1, ,1,1,4,1,4,1,2,45,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,6
4,4,3,2,3,3,3,2,2,3,3,3,2,2,2, , , , , , , , , , , , , , , , ,2,2, , ,0, , ,1,9,8,92056,5458,38,2,2,5.15603674429697012e-01,74,32,49,37,3,1,1,3,3,1,1,1,2,1, 3171,1, ,2,4,3,3,4,4,4,32,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,7
5,5,4,5,3,1,2,2,3,3,3,2,3,1,1, , , , , , , , , , , , , , , , ,1,2, , ,0, ,1, ,5,4,92284,4365,19,2,1,4.16421444133893037e-01,47,38,23,36,3,2,3,3,3,2,1,3,3,3,10955,1, ,1,4,1,4,1,5,5,38,1,3,1, ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2, ,1, ,1,1,1,5
5,5,5,2,1,1,1,3,2,1,3,3,3,1,3, , , , , , , , , , , , , , , , ,2,4, , ,0, , ,1,1,1,94517,1738, 9,1,1,9.96946665542810112e-02,15,52,10, 7,3,2,3,3,2,2,1,1,2,1, 6197,1, ,2,4,4,4,2,5,5,52,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,3,2,1,7
5,5,2,5,1,2,3,3,4,3,2,3,2,3,1, , , , , , , , , , , , , , , , ,3,4, ,1,0, , , ,5,4,92394,5566,23,1,2,4.15432837732042037e-01,39,61,23,36,3,2,2,2,2,2,2,1,1,1, 2931,1, ,1,1,4,1,4,5,5,62,2,7, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,3, , ,1,4,1,1,3
2,1,4,4,1,3,1,3,2,1,1,3,2,3,3, , , , , , , , , , , , , , , , ,5,3, , ,0, , ,1,5,4,92562,5802,32,2,2,6.90545997942813017e-01,71,43,48,33,3,2,2,2,2,2,2,2,1,1, 7251,1, ,2,1,4,4,4,2,5,44,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,2,1,6
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,6,5,93534,1518,23,1,2,2.04514077103855024e-01,39,59,27,19,3,2,1,2,1,2,1,1,2,1, 4691,1, ,2,4,4,4,5,5,2,59,2,2,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,4,2,3,1
5,4,4,1,3,1,3,1,3,3,3,1,3,1,3, , , , , , , , , , , , , , , , ,1,4,1, ,0, , , ,8,7,92692,4914,38,1,3,7.40133126319631018e-01,71,60,40,30,3,1,1,1,1,1,1,1,1,1,  824,1, ,1,4,1,4,2,5,5,60,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,1, ,1,1,2,6
2,2,1,5,3,3,1,3,2,1,1,3,1,1,3, , , , , , , , , , , , , , , , ,4,1, , ,0, , , ,8,7,92804,1336,34,1,3,3.44738756114188027e-01,67,20,46,30,3,2,2,2,2,2,2,2,2,2, 6400,1,2,2,3,4,3,3,2,1,20,2,5, ,1, , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,5,2,2,2
2,2,2,3,1,3,4,2,2,1,2,3,4,1,1, , , , , , , , , , , , , , , , ,4,4, , ,0, , ,1,1,1,94520,1333, 9,1,3,6.10371736981851098e-01,15,57,10, 7,3,3,1,2,1,1,1,1,1,1,  145,1, ,2,1,4,1,2,5,5,58,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,7
5,5,4,1,1,2,3,1,1,3,3,1,3,1,1, , , , , , , , , , , , , , , , ,1,5, , ,0, , ,1,3,3,95726,9732, 4,2,1,7.72671426371158043e-01, 1,70, 3, 9,3,1,1,1,1,1,1,1,3,1,11374,1, ,2,4,1,4,2,5,5,70,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,2,1,2,1,6
 , , , , , , , , , , , , , , ,1, , ,2, ,1,3,3,3,3,3,4,3,2,2,2,3,5,1, ,0, , , ,9,8,92127,4204,40,2,2,1.26597687852720009e+00,76,70,50,37,3,2,2,2,2,2,1,1,2,2, 9319,1, ,1,4,4,2,5,5,5,70,1,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,7
 , , , , , , , , , , , , , , ,2,3,4,4,2,3,3,3,1,1,3,3,1,3,1,2,3,3, , ,0, , , ,8,7,92630,5410,37,2,3,5.58751991827563077e-01,72,46,40,30,3,1,1,1,1,1,1,1,1,1,  541,1,1,1,4,1,4,2,4,4,46,1,4, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,2,1,5
